track_name,track_id,album_name,album_id,artist_name,artist_id,artist_popularity,track_popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,energy_danceability,acoustic_instrumental_diff,mood_index,latent_0,latent_1,latent_2,latent_3,cluster_id
Precious Peace,5J0dDhvw90m6LcPnTCHqVB,At Peace,6PSuNS9Sqju3Cjgv6rOF4Z,Joe Bongiorno,1GQRsXGRflc5s8z3OmeL4z,34.0,9.0,,0.519,0.114,8.0,-20.554,1.0,0.0548,0.993,0.919,0.141,0.0769,75.75,234653.0,0.059166,0.0739999999999999,0.09545,-4.391888,0.5916712,3.1805577,2.8276253,4
"Keyboard Sonata in E Minor, Wq. 49/3, H. 33, ""Wurttemberg Sonata No. 3"": I. Allegro",4OkTLeJWGwSTNa8iSqLxzL,"Bach, C.P.E.: Wurttemberg Sonatas Nos. 1-6 / Keyboard Concertos, Wq. 23, H. 427",4tSAnXWrx8RaVov9CSo2if,Carl Philipp Emanuel Bach,3meioy7GWDwpwmjv2LPyAb,59.0,1.0,2005-01-01,0.397,0.115,7.0,-25.276,1.0,0.0441,0.993,0.877,0.125,0.189,135.772,201747.0,0.045655,0.1159999999999999,0.152,-7.071125,-0.41939935,5.2513022,2.6084313,4
Around The World,0ByC7DPj6qJK3FfcpNoWWg,Around The World,4TIsfEUceYAfABg01yq0jV,Atlas Plug,39ZK2Yf7SuSmYONbsmDEfv,26.0,25.0,2009-01-08,0.636,0.905,6.0,-7.435,0.0,0.0294,0.00165,0.845,0.0859,0.632,139.991,273667.0,0.57558,-0.8433499999999999,0.7685,-0.7898249,1.5163555,2.7850437,-1.9289668,0
Gadget - Gak Sato 99' Edit,3ijbZnKjENuSizMVny9mkm,Rare & Unreleased,0XBEQCay5X6zvNR1ky2cFM,Piero Umiliani,5sD7Cf3SaTVcrg81GQi1Xk,56.0,0.0,2007-01-01,0.743,0.913,11.0,-7.079,1.0,0.0421,0.00574,0.88,0.0735,0.778,102.947,305712.0,0.678359,-0.87426,0.8455,-0.77119863,2.652401,2.028425,-1.3056632,0
Crucem Tuam,3npR0ElM8qAVd3xNh51LzM,O Fortuna,2ZF5195OKTDqCe4F3lZxPZ,Traditional,1U5zgr455OGyIkLNXvDdrf,61.0,0.0,2014-02-21,0.796,0.136,11.0,-22.994,0.0,0.043,0.399,0.797,0.093,0.425,120.016,369680.0,0.108256,-0.398,0.2804999999999999,-5.891077,4.1432667,5.9449697,0.69990104,0
Nuvole Bianche - Piano Solo,4hcExGt2tTKJbAKJ4EyiJZ,Nuvole Bianche,4SOQSRvsmXeJ5LyGqIJKZT,Lorenzo de Luca,066zsVBUHiczTxhgdRW29H,31.0,4.0,2016-01-06,0.347,0.327,8.0,-13.736,1.0,0.06,0.962,0.867,0.1,0.0391,124.19,360420.0,0.113469,0.0949999999999999,0.18305,-1.4853835,-0.8370489,2.8314447,1.7155975,4
Presentación - En Vivo Desde Valle De Bravo/2012,5pepxDM0dH9G9XAk3HTeVP,Valle De Bravo Vibra... En Vivo,1hKLVN83w7vvkjBX1sojqZ,Tierra Cali,4JqzwqRUOCEHeIVRDWG5Jv,64.0,0.0,2013-01-01,0.263,0.975,7.0,-4.942,1.0,0.413,0.11,4.28e-05,0.418,0.363,150.221,217507.0,0.256425,0.1099572,0.669,3.9965186,-8.432512,-0.7343577,-0.5406052,5
Invincible (feat. Pheel Balliana) [Timo Jahns Radio Remix],3caGB2owCpckeyZMCtF8NM,Invincible (feat. Pheel Balliana) - EP,77NYkt4EWOuGvTrVeZp7Ev,Bart & Baker,1SqMdUGzBNOFB8rDdtiOxN,36.0,1.0,2015-11-13,0.633,0.804,1.0,-6.839,1.0,0.0419,0.0071,0.000204,0.151,0.151,119.998,245829.0,0.508932,0.006896,0.4775,0.413996,-0.9267116,0.14369637,0.17538601,1
Bluish,5gPuqcTXcjHPb6elHikRgL,Micromassé,5OZ3dtCudYbvXchujfgiL4,Micromassé,1ehBfIZCrZJIEalWkQ8qaT,0.0,0.0,2014-02-01,0.38,0.429,5.0,-10.25,0.0,0.0336,0.781,0.871,0.0997,0.037,102.252,240928.0,0.16302,-0.0899999999999999,0.2329999999999999,-0.3639592,-0.2113863,2.058293,1.5735775,1
"Strauss Jr., J.: An der schönen blauen Donau, Op. 314",1OubXJT2gVV2Adh0QSdJ6T,Famous Strauss Waltzes,3xmZEzWAAaMf3HDAiY9Eyq,Johann Strauss II,5goS0v24Fc1ydjCKQRwtjM,56.0,26.0,,0.3,0.113,2.0,-18.065,1.0,0.0341,0.967,0.857,0.346,0.183,103.759,563533.0,0.0339,0.1099999999999999,0.148,-3.3777528,-1.291558,2.6580358,3.5781045,4
Vihasta Ja Veritöistä,6ZvX6ZmXfgjkirNIF0t9j7,Nemesis,2mssIV7BMR24ENQkPAAj2K,Azaghal,0kqafIf21Hks2EI9sSWywt,19.0,9.0,2012-01-30,0.135,0.982,9.0,-4.53,0.0,0.0876,4.19e-06,0.927,0.0609,0.0576,179.979,456080.0,0.13257,-0.92699581,0.5198,0.2844121,-3.093739,8.384884,-2.3055744,3
Bye Bye Blackbird,1J0t4rLOrUPWihQW0NbpEy,"Dean Martin: The Capitol Recordings, Vol. 1 (1948-1950)",3q30Qd230FjLrHFaUXFPaf,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,69.0,20.0,,0.601,0.146,3.0,-11.668,1.0,0.0417,0.94,0.278,0.0699,0.736,141.704,186293.0,0.0877459999999999,0.6619999999999999,0.441,-4.7286544,-2.7026522,0.21692047,0.47992575,4
Match Box Blues,2n1XNQt5Vnfd20qgrhwh9K,Best Of,0wtlswri89uUWPtzldb3EB,Blind Lemon Jefferson,6EsuMifB8c5rm5P2DdjiLe,26.0,1.0,2014-09-07,0.563,0.185,10.0,-16.091,1.0,0.0939,0.982,0.73,0.0908,0.598,173.142,181473.0,0.1041549999999999,0.252,0.3914999999999999,-5.8177657,-3.45028,2.9100313,-1.8170006,3
"Rain On A Tent For Deep Sleep, Dreaming, Relaxation, Meditation, Yoga",0AksikgmSTCPTZvp8akWeZ,"The Very Best Sound Of Nature - Birds, Waves, Rain (With Forest, Creek, Wind, Thunder)",5qukUq6sBLjghcEcFOdgKP,Life Sounds Nature,0SGJ24mW8PvCH3O8GeXSFg,47.0,10.0,2015-04-01,0.463,0.669,10.0,-32.126,0.0,0.057,0.522,0.679,0.46,0.0177,77.969,252000.0,0.309747,-0.157,0.34335,4.716735,9.032323,9.104662,-2.7308502,0
Can't Feel My Face Parody,0UD6psLKoBwJBSUJ55FBhO,Can't Feel My Face Parody,6oeCg3V4kBNGh1Guqzqr7J,Bart Baker,0sSXa9z76TfMcbAZuokauq,16.0,0.0,2015-08-30,0.883,0.69,9.0,-4.007,0.0,0.133,0.12,0.0,0.0777,0.753,107.956,166944.0,0.60927,0.12,0.7215,-0.19126761,-0.8235124,-0.92670417,-0.51450443,1
VRY BLK (feat. Noname),7mZwDdRKbjdepbXS0gLZFs,HEAVN,2ha1TUv0o6VnQddOci7GIb,Jamila Woods,4UodukR17NIQfNu5uaqm9B,49.0,0.0,2017-08-15,0.904,0.529,8.0,-9.237,1.0,0.271,0.453,0.000124,0.104,0.445,89.026,174705.0,0.478216,0.452876,0.487,-0.16207844,-2.9240472,-2.0719917,0.39922523,1
Ascend,3Lpq9llZFc9sJCSpQQ6GX1,Ascend,4ofMte1F0yUMGJPs6IoaJs,Last Japan,2KpGANYR8s65QVps1eIvFg,18.0,22.0,2016-06-03,0.517,0.573,7.0,-9.296,1.0,0.367,0.232,0.0,0.117,0.167,84.09,226623.0,0.296241,0.232,0.37,1.3563323,-4.6746354,-2.514936,1.9384893,5
Baby Ranks: Llego El Killa,38AGz7edEOt1Ktv4dpGuAg,Reggaeton Fever Vol. 1,45vY7mn8ICHwSBrpOcnP1A,DJ Nelson,2ydZrTy8U3kOMOzx20s3dg,73.0,2.0,2005-06-28,0.782,0.775,4.0,-8.733,0.0,0.0637,0.0831,0.0,0.896,0.435,94.986,130657.0,0.6060500000000001,0.0831,0.605,7.6224093,0.32765967,-1.3308294,-3.8567147,2
an Inherited Record Collection,0U1pojhPAE2T4xkIRFmsHk,Soundtracks for Everyday Adventures,7pSmFdRXAuDF42Zy4p0Iqf,Lullatone,3h100hRlLZ7QDz8GRt5QsD,48.0,13.0,2011-10-20,0.668,0.219,0.0,-17.376,1.0,0.0444,0.98,0.69,0.0871,0.749,114.874,78601.0,0.146292,0.29,0.484,-5.0572333,-1.3116263,0.13877743,1.4608946,4
Caravan,1XGesw4kzfVl9bDhhiALcI,Let It Come To You,0F5mvYkYsMUFnklAieQXzL,Taylor Eigsti,4HTzfZgrRnvNBnsXjhs4mp,31.0,3.0,2008-01-01,0.348,0.68,5.0,-10.917,0.0,0.0344,0.723,0.663,0.0762,0.623,131.321,538933.0,0.23664,0.0599999999999999,0.6515,-1.5126886,-1.1674535,1.4554,-1.342618,1
Call Me a Warrior,1NlA4hzK1U9WfH4x5LNmrU,Expo Train: Riddim Rider Volume 6 :Expo Train,7LnEQHiX1YJZw6HRyxPJ54,Admiral Tibet,1nYFl7JGGYrtlSaiEsl4jN,34.0,15.0,,0.809,0.458,7.0,-9.269,1.0,0.281,0.218,0.0,0.122,0.895,80.102,225360.0,0.370522,0.218,0.6765,-0.92612845,-2.4414158,-2.931652,-0.092798576,1
autosleep,2ETB3tobRxSeoRTXaOn5PQ,thesecretnumbertwelve,2vgg2L0MGuHbyjBnr4n9QS,human mesh dance,2enYGxTGe7ivBhLBOCfWfF,11.0,1.0,1997-01-01,0.174,0.0149,3.0,-32.956,1.0,0.0529,0.81,0.91,0.0957,0.037,69.526,308160.0,0.0025926,-0.0999999999999999,0.02595,-7.3189597,3.085394,8.741885,8.251303,4
Minnie's Lament,2cjOwwIeUPvY5v5GNyZVH0,Adventures In Paradise,0OoRiTZs9hsRz7KxB8JkSX,Minnie Riperton,2i1IdHG5w0wiSmJGoqAGlj,54.0,25.0,1975-05-22,0.291,0.219,6.0,-16.011,0.0,0.0307,0.817,0.714,0.119,0.077,138.165,252173.0,0.063729,0.1029999999999999,0.148,-2.2042356,-2.3801093,3.5416615,1.6909096,4
Broken Hearted Savior - 2004/Live At The Fillmore,24rSDPsNxa8JPk9OHRQAeb,Live At The Fillmore,3zCCDN1iijwreRnVjab0yQ,Big Head Todd and The Monsters,1lOQRP0UJWmpoDWBa8PB0B,48.0,0.0,2004-01-01,0.347,0.863,7.0,-7.233,1.0,0.0401,0.028,0.239,0.949,0.598,77.043,327547.0,0.299461,-0.211,0.7304999999999999,9.188421,0.73136437,-1.7568085,-1.6068124,2
Juicy Coochie,7H4dGa6D6rvv6VkRh5gn2I,Cum Cake,5ATRiVbJcsarm1ndaI0DY9,cupcakKe,76SlrtEaq2oViRXulxjfuM,59.0,37.0,2016-02-09,0.802,0.553,10.0,-10.356,0.0,0.381,0.0846,0.0,0.085,0.538,106.025,163788.0,0.443506,0.0846,0.5455000000000001,0.03326747,-4.16202,-3.2496533,0.1027374,5
The Life And Times Of The Clerkenwell Kid,0mF3pB5HB3C9DALgDbUqG9,"I, Lucifer",2UtQTIBPmJg0ZVGzow1TWZ,The Real Tuesday Weld,12KsgeavNVg66cW2frw3j2,35.0,9.0,2014-01-06,0.711,0.887,8.0,-5.2,1.0,0.037,0.0941,0.604,0.0826,0.952,108.008,222413.0,0.630657,-0.5099,0.9195,-0.45343822,1.179777,0.030345112,-0.9863097,1
Rudolph The Red-Nosed Reindeer,3fn0ao2po3nk3gzDmBGoKQ,Classics by The Three Suns,1mWwdVgQzeGxkTyxmwHWSK,The Three Suns,6SOQrmfK6SFNQgl1krQrNc,24.0,0.0,2016-06-25,0.475,0.424,7.0,-7.846,1.0,0.0287,0.773,0.565,0.106,0.756,145.812,139102.0,0.2014,0.208,0.59,-2.207792,-1.6744428,1.5891887,-2.0908914,3
Fanny,6qZs3P2iGJBbIiyjSLGT3d,Strawberry,1lwrFqees3V3LNYkQUVdjQ,Asylum Street Spankers,3VqTLhiyNIfBEjmETIRhaQ,21.0,0.0,2009-01-27,0.543,0.58,8.0,-10.091,0.0,0.244,0.81,0.0,0.421,0.709,110.529,182573.0,0.31494,0.81,0.6445,3.7015984,-1.0793256,-3.0145726,-1.3468366,2
Where I'm From - 2005 Digital Remaster;,6f67rCkAx69fEFYWapWOcZ,Beyond The Spectrum - The Creamy Spy Chronicles,3IdBHbjMTIPcknxgbqUxub,Digable Planets,0gqIrDRL7CEPBWMmkuZPdQ,53.0,19.0,2005-01-01,0.869,0.431,1.0,-13.79,1.0,0.382,0.0785,0.0564,0.1,0.534,98.269,286773.0,0.374539,0.0221,0.4825,-0.56411844,-4.5367084,-3.5250533,0.54183227,5
Crazy (Remix),5ueb9AHGkOWcIkxZheiipG,Crazy (Remix),0RVkoxs8rvxMl5jelAFUTk,Kat Dahlia,1peH5tSqnYm8W6Bo3I5egE,52.0,26.0,2014-07-28,0.788,0.644,6.0,-9.34,1.0,0.0512,0.471,0.0,0.13,0.86,127.976,209942.0,0.507472,0.471,0.752,-1.0895424,-0.5930745,-0.4422838,-0.6869446,1
Pot-Pourri: Nocaute / Logo Eu - Ao Vivo,5Ii6B3kiV6FmsZc5XAG4OF,Villa Mix Festival - 4ª Edição (Deluxe) [Ao Vivo],1CmHKFNj0VBO4In7TjjBhL,Jorge & Mateus,1elUiq4X7pxej6FRlrEzjM,82.0,0.0,2016-03-04,0.538,0.842,0.0,-5.975,1.0,0.0467,0.0223,1.09e-06,0.924,0.548,93.488,172469.0,0.452996,0.02229891,0.6950000000000001,7.687165,0.3997765,-1.454262,-3.7945466,2
"English Folksong: O Waly, Waly (Folksong from Somerset) (arranged Britten)",5gmXPKh4W1WAgJ5RA8i398,"Britten: Serenade for Tenor, Horn & Strings etc.",0NF9ADNcpEnRGRLLEOayQ5,Benjamin Britten,7MJ1pB5d6Vjmzep2zQlorn,48.0,1.0,1999-09-14,0.172,0.00573,9.0,-31.315,1.0,0.0446,0.912,1.06e-06,0.0685,0.109,75.827,216867.0,0.00098556,0.91199894,0.057365,-7.3612823,-6.543584,0.5252391,10.775741,4
Happy Christmas (War Is Over),3q0aNhB12f8iz5g7pkkuIL,In Session,2XDYlTwqbticRKAwqeyVvZ,John Wetton,0rk01XEfDhJhnBFp0LT1HQ,31.0,1.0,2015-03-01,0.484,0.426,9.0,-12.444,1.0,0.0281,0.0569,0.000116,0.081,0.357,145.903,205040.0,0.2061839999999999,0.056784,0.3914999999999999,-0.6056487,-2.6904721,0.72416055,-0.21381566,1
The Bay 6,2i6qOvSsXUvYFUJk0kdS0G,Anjunadeep 05,3QGHptJ3leveczYWnnIr5o,DAVI,0VkkYZbmSXa7DLcNFsRver,37.0,23.0,2013-07-22,0.674,0.732,7.0,-9.045,1.0,0.0366,0.0224,0.729,0.103,0.23,122.898,281179.0,0.493368,-0.7066,0.481,-0.33504403,1.6052086,2.4404333,-0.3734945,0
Slender - Rave Temple Remix,3Ox0DKmzF8MZc60zKzIq6N,Slender (The Remixes),6f57W70BLNQgy0HjpTuBH4,Tomsize,1irvKnrTIl4uhTw44brINj,32.0,4.0,2015-02-23,0.55,0.804,0.0,-7.136,1.0,0.033,0.00114,0.000105,0.139,0.171,140.002,184001.0,0.4422,0.001035,0.4875,0.24394727,-1.5635262,0.6037922,-0.38300502,1
It Must Be Reggae,20WY0X4dS0NS56CRVptsYd,In Dub,2EAdrJJAQ7lp0vs8RHjKmg,Evil Needle,37nE9g0LRDhDSIejDuPKPS,39.0,0.0,2012-08-22,0.883,0.663,4.0,-5.511,0.0,0.0976,0.00224,0.878,0.189,0.567,86.035,170233.0,0.5854290000000001,-0.87576,0.615,-0.4112351,2.838406,2.8373387,-0.73146015,0
Life On TV,39VyCEtCPnaLEEtqllrWYw,Infinity + 1,5ByFQ0HFAaxyO3Nw5Unb1d,Kid Sister,3FTzn86WmApHmwBMGVSEXE,30.0,0.0,2009-01-01,0.914,0.884,11.0,-5.412,0.0,0.171,0.0186,1.13e-05,0.297,0.648,123.985,193547.0,0.807976,0.0185887,0.766,0.8873567,-1.4987037,-1.3959026,-0.91823596,1
Beer,3hdmtXEWl0pJF62wZDtxNu,Blonde Tongues,1pzZ7uCZMJSH21sP8g7dUG,Blonde Tongues,1WXAzKcld8b4tZIteRi14G,20.0,7.0,2016-09-07,0.425,0.56,0.0,-6.84,1.0,0.0283,0.793,0.794,0.158,0.112,110.956,215474.0,0.238,-0.001,0.336,-0.27579355,-0.2951962,1.4110892,0.953043,1
Shakayla,6DYNTLrfgLiEDmE7L8Zp0m,State Of Mind (Reissue),4eXvCVtWrp9Y7LDnBVsEAQ,DJ Ezasscul,0B9OMStoQ4SrtJSUWkYe46,22.0,3.0,2013-01-12,0.677,0.0109,7.0,-32.596,0.0,0.0475,0.803,0.932,0.182,0.496,139.851,82416.0,0.0073793,-0.129,0.25345,-11.870736,3.925453,8.0814705,1.7546215,4
Damaged - DJ Richie Rich X-Mix Remix,31kaK1nL31sQjwEPFq4fCv,Damaged Remix EP,7fDPeNYaLSxxoFxflk1OPS,Danity Kane,3FD9VAd0ppjmKbfxF4LzUh,47.0,11.0,2008-06-17,0.826,0.785,6.0,-6.524,1.0,0.108,0.00213,0.000113,0.126,0.891,124.991,261653.0,0.64841,0.002017,0.8380000000000001,-0.3594141,-0.6837795,-0.9079294,-1.0440165,1
Mudbone Goes To Hollywood - Remastered,6uS4ZJYja5QVDtLq7XV03Z,Bicentennial Nigger,6QwW9Ew3FV7DQMC7Aybxvs,Richard Pryor,0zokIKbH4c7crvZP9Xel1Y,19.0,0.0,,0.461,0.399,1.0,-17.955,1.0,0.934,0.844,0.0,0.953,0.307,79.823,611333.0,0.183939,0.844,0.353,15.6424,-11.465103,-10.909357,0.73106724,5
Asi Es el Amor,6hohRduFzPorx6fF1EndkR,Serie 20 Exitos,5ZlRHSH0TTactGJ4BWjJct,Grupo Maravilla,0Ur2HPuhb0mRnXFPOsCFB7,44.0,5.0,2003-04-22,0.801,0.534,5.0,-6.463,0.0,0.0339,0.0454,2.34e-06,0.271,0.804,84.86,224920.0,0.427734,0.04539766,0.669,-0.44906962,-0.44819716,-0.57733196,-0.28173992,1
Menina da Ladeira,5Hl1MAX6cTsBIyIyFydGkK,Projeto Memoria Brasileira : Violoes,74WZGA1c0I0TePxatfB7uD,Canhoto da Paraíba,3nGA9s6UgJ97v5oCFLlccM,16.0,4.0,,0.619,0.608,4.0,-14.295,1.0,0.0378,0.815,0.925,0.127,0.528,90.543,222573.0,0.3763519999999999,-0.1100000000000001,0.5680000000000001,-1.6349356,1.0486518,1.2589526,0.7713483,1
With Bells On,59PaUojwfB0s7NDqkcrMPQ,Temporary Contemporary,3YNTAfolDugX8teETYvrCx,Cross My Heart,5Lp6cRiaJy2ryj66SfTKYQ,15.0,5.0,,0.514,0.734,5.0,-5.656,1.0,0.0277,0.000722,0.00334,0.11,0.629,102.844,245307.0,0.377276,-0.002618,0.6815,0.37910843,-0.010800421,-0.13727567,0.43488866,1
Låten smurf (Boten Anna),7MbTsFHOD7jgKzjdiqn4yx,Smurfparty,5VFEHf0su4sAg82eCIGPRd,Smurfarna,44Bqvp7qyeaflFjlPuqOPZ,36.0,31.0,2008-08-15,0.666,0.787,1.0,-6.552,1.0,0.0482,0.00497,0.00382,0.121,0.133,139.924,210093.0,0.524142,0.0011499999999999,0.46,0.18904045,-1.3883922,0.3288109,-0.31559145,1
Expresso,7DabvITzZZfLIHimni5YNq,Body & Soul,0aKYkYPZIplBozEDuYym2y,Maynard Ferguson,6T4kUHIlszpj944ZXR3yNw,37.0,2.0,2016-03-11,0.332,0.703,10.0,-8.516,1.0,0.07,0.019,0.0649,0.316,0.743,166.71,272467.0,0.233396,-0.0458999999999999,0.723,0.44172505,-3.2149706,1.8045965,-5.064226,3
"Aparentemente (feat. Noriel, Miky Woodz & Maximus Wel)",26zjdVYIfnH6jZSdw1NnDZ,"Aparentemente (feat. Noriel, Miky Woodz & Maximus Wel)",6PIJVoW4o5YXvJ3rytYQcq,Sinfonico,17vZy9fIIt6woqdWfc7UCy,58.0,40.0,2017-05-12,0.615,0.659,0.0,-7.241,0.0,0.303,0.414,0.0,0.344,0.445,117.888,248253.0,0.405285,0.414,0.552,2.0351079,-3.2093415,-2.548711,-0.9952264,5
Beloved One - Live,76r2j6mhRIKC2E2F2Ebvh9,Live From Mars,4Hv68OJ1cJP0g9VlAOWP0s,Ben Harper,45lorWzrKLxfKlWpV7r9CN,61.0,19.0,2001-01-01,0.378,0.58,7.0,-11.994,1.0,0.0474,0.472,0.201,0.925,0.499,139.394,228040.0,0.21924,0.2709999999999999,0.5395,9.490112,-0.14998975,0.70845485,-6.242114,2
Sacred Nothing,3DdNSAYHGUa5dkh4BSIyLy,Nothing Violates This Nature,2CUEqJllJif6dF0wT9kTSs,All Pigs Must Die,1lTEsWeT539Ojf2X1Ba7ba,19.0,6.0,2013-07-23,0.159,0.961,10.0,-4.999,1.0,0.0903,1.21e-06,0.826,0.289,0.125,102.629,118440.0,0.152799,-0.82599879,0.5429999999999999,2.619295,0.5052188,4.302615,2.6284356,0
Let The Bass Kick In Miami - Exclusive 10th Anniversary Edit,4Sy9QLMx0rhVyqy8Im2ZAG,10 Years of Cr2 Records,1xzMg9BHFfoRNb6OIA43zw,Chuckie,4x7gxsrTH3gThvSKZPPwaQ,42.0,0.0,2015-04-06,0.759,0.935,7.0,-4.754,1.0,0.0843,0.102,0.000536,0.323,0.539,127.985,118594.0,0.7096650000000001,0.101464,0.7370000000000001,0.902834,-0.88810754,-0.28347704,-0.6588055,1
Beauty Hides In The Deep - John O'Callaghan Remix,1o26HwLaU3I80rHfwAz5rY,Universal Religion 2008,3kedwCTnnCACNs5JWtP3VM,The Doppler Effect,0X9qes7wAREI4MOLTDmh7b,16.0,0.0,,0.534,0.913,7.0,-8.456,1.0,0.0405,0.000656,0.902,0.344,0.045,138.558,276853.0,0.487542,-0.901344,0.479,0.60850865,3.165125,5.098372,-1.7962427,0
La courte paille,2hwGWac4xG8j98U4T7uJFt,Même en hiver,2J1zlL61dTEAV3EHhsuLdf,Monsieur Melon,79V755HvQ8k129fgjSCEKC,3.0,2.0,,0.848,0.664,11.0,-5.569,0.0,0.0922,0.774,0.000948,0.146,0.941,117.974,172093.0,0.563072,0.7730520000000001,0.8025,-1.4504347,-0.39741847,-0.6636549,-0.6112223,1
Good Enough,1ZgcdbuZDwTEqdaws2qQ5c,The Wild,4YugtlWcYx0y8xCFEkDaQc,Lifehouse,5PokPZn11xzZXyXSfnvIM3,65.0,36.0,2006-01-01,0.476,0.48,7.0,-11.533,1.0,0.0292,0.419,2.88e-05,0.104,0.31,157.036,311800.0,0.22848,0.4189712,0.395,-1.1389425,-3.2381184,1.3212065,-1.1120074,3
Hero Of The Half Truth,7GdqAOmGHEasrOcORvlKfv,Phantom Anthem,5raPbxzLIp6YJTN5jyyT2f,August Burns Red,5p9CTsn5ueGU4oScNX1axu,55.0,27.0,2017-10-06,0.224,0.972,10.0,-5.533,0.0,0.164,3.75e-05,0.00427,0.295,0.11,96.414,303440.0,0.217728,-0.0042325,0.541,3.567521,-3.3442183,0.41737756,3.7144651,1
Love You Hate This,4YQVTTYXizak6Ezj8NV67a,The Pact,2Ov6XRT5OkXewgHLyW4PFR,Paces,5xO9868Xc1mjAzmaN1efoK,24.0,0.0,2013-06-11,0.532,0.554,9.0,-9.144,0.0,0.0591,0.612,0.887,0.382,0.351,87.488,161972.0,0.294728,-0.275,0.4525,2.5894399,2.1844292,1.7351264,-0.8644478,0
The Old Rugged Cross,0S8EXKsBfb3Z3EJUgESYe7,The Dynasty Collection 2 - Gospel,76tMTy6UI9xVO3sFnW25FD,Wayne Newton,5NX29TmuYrENlpvz6IgYMJ,46.0,5.0,2007-04-24,0.403,0.0744,7.0,-19.257,1.0,0.0285,0.957,0.195,0.0964,0.169,89.545,165173.0,0.0299831999999999,0.762,0.1217,-5.0206575,-3.2261233,0.53023636,4.592115,4
Cosmic Angel - Live 2014,553dOJJgLw4r1vdMVKxiAW,From The Road,39vDlG93XYYi4bHFoKgN7o,Grizfolk,6Xa4nbrSTfbioA4lLShbjh,46.0,0.0,2014-12-15,0.596,0.746,2.0,-4.914,1.0,0.0324,0.0321,0.000694,0.879,0.323,121.104,199347.0,0.4446159999999999,0.0314059999999999,0.5345,7.0900936,-0.08030776,-0.8945584,-3.7229466,2
Heaven Calling,0jDtVsPO46bgfyhj1d6tdu,Adventure,3CtdMXnK53iu83nh1vpdkz,Matthew Parker,0QT3cPPXMGYtTG3kN8Ez54,42.0,21.0,2016-10-21,0.793,0.675,4.0,-6.356,1.0,0.0355,0.0168,0.0,0.0928,0.877,128.015,224773.0,0.5352750000000001,0.0168,0.776,-0.5090494,-0.5016372,-0.5254791,-0.9221075,1
The Blackberry Moon,3XIt57xCg3hYbzoKuJUPlF,The Bookseller's House,4wtEUkS8XJsA52V3AJdifq,Rogue Valley,1EbGAjTV50qpZ53jXTvmV7,33.0,12.0,2010-08-03,0.627,0.31,8.0,-9.47,1.0,0.0291,0.672,1.23e-06,0.272,0.236,113.968,237760.0,0.19437,0.6719987700000001,0.273,-1.2199984,-1.2864064,0.21353492,1.1096481,1
Baby Be Mine,4F3ogFnfHH5gjw8IxMQ12R,Vintage Doo Wop,7pEQTCeuSqljxbnQWTNXwA,The Crew Cuts,49ttCh41vxv6R4r8S2YwXv,45.0,0.0,2011-11-28,0.576,0.707,11.0,-7.652,1.0,0.041,0.753,0.0,0.0917,0.839,137.802,118050.0,0.4072319999999999,0.753,0.7729999999999999,-1.6734114,-1.3546581,0.2910042,-1.3810899,1
Maddening Disdain,6gk7RDxtsd0NUAdNLPq1Df,A Celebration Of Guilt,3mCo1g9zKXE5KaOoDU4u3M,Arsis,7j1diUTtFReVVJxSQG3veO,29.0,22.0,2015-05-18,0.517,0.976,2.0,-5.799,1.0,0.0469,5.1e-05,0.857,0.201,0.329,94.968,209399.0,0.504592,-0.856949,0.6525,0.6302347,1.6980292,2.0510726,0.09783104,0
Pale Horse,6BFArS2QDURbV61P8CexvP,Téras,4FRqjzeLCvdouu5V8yMnTl,Naglfar,1WV0pMUfO5UZ3MXfZrTohr,29.0,17.0,2012-07-13,0.379,0.995,4.0,-3.654,1.0,0.096,1.04e-06,0.84,0.273,0.0479,117.01,218227.0,0.377105,-0.83999896,0.52145,1.2338693,1.0385382,3.2676759,0.49895734,0
Dragonborn - Progressive Mix,2TDqsEkLrDdtqUW0tZcZ0y,Hero 2013 Edition,3pvglMp5TH54w1Y568dAY9,Danny Darko,1xA5AOXX36WRToBlM06O4K,39.0,1.0,2013-06-15,0.495,0.729,1.0,-5.66,1.0,0.0388,0.00851,0.0945,0.0689,0.115,128.099,326250.0,0.360855,-0.08599,0.422,0.49778232,-1.3513206,0.5415071,0.3858506,1
Serenity (Oriental Music),5nrYX6tKmV04K7lUTvwUUL,Anti Stress - Sleep Peacefully,0MYTAJQaKid0sDpSz6C1fK,Satori Meditation,4uzYiHQET5VgrrvDJOokJN,10.0,0.0,2015-09-09,0.315,0.0272,4.0,-26.784,0.0,0.0346,0.994,0.971,0.0919,0.0344,72.078,267157.0,0.008568,0.023,0.0308,-6.3040657,1.257367,5.7423244,5.4230275,4
Answers,4eumLsiKzWTxsKtRO2FpnS,Passion And Warfare,1fyrOcra2DI3quvnzAEQ45,Steve Vai,32Jb1X3wSmmoHj2epZReZA,51.0,24.0,,0.607,0.864,4.0,-6.997,1.0,0.062,0.00228,0.81,0.135,0.638,107.082,176333.0,0.524448,-0.8077200000000001,0.751,-0.29836956,1.8432796,1.8142289,-0.7207532,0
